tarefa,categoria
Não usar celular ao pilotar,Transporte e Locomoção
Não pilotar alcoolizado,Transporte e Locomoção
Estacionar a moto em local seguro,Transporte e Locomoção
Trancar a moto,Transporte e Locomoção
Verificar se esqueceu algo na moto,Transporte e Locomoção
Planejar rota antes de sair de moto,Transporte e Locomoção
Verificar condições do trânsito para moto,Transporte e Locomoção
Usar aplicativos de navegação para moto,Transporte e Locomoção
Evitar horários de pico na moto,Transporte e Locomoção
Manter distância segura de outros veículos na moto,Transporte e Locomoção
Sinalizar mudanças de faixa na moto,Transporte e Locomoção
Respeitar a sinalização de trânsito na moto,Transporte e Locomoção
Verificar funcionamento das luzes da bicicleta,Transporte e Locomoção
Verificar funcionamento da buzina/campainha da bicicleta,Transporte e Locomoção
Dirigir com atenção na bicicleta,Transporte e Locomoção
Respeitar limites de velocidade na bicicleta,Transporte e Locomoção
Não usar celular ao pedalar,Transporte e Locomoção
Não pedalar alcoolizado,Transporte e Locomoção
Estacionar a bicicleta em local seguro,Transporte e Locomoção
Trancar a bicicleta,Transporte e Locomoção
Verificar se esqueceu algo na bicicleta,Transporte e Locomoção
Planejar rota antes de sair de bicicleta,Transporte e Locomoção
Verificar condições do trânsito para bicicleta,Transporte e Locomoção
Usar aplicativos de navegação para bicicleta,Transporte e Locomoção
Evitar horários de pico na bicicleta,Transporte e Locomoção
Manter distância segura de outros veículos na bicicleta,Transporte e Locomoção
Sinalizar mudanças de faixa na bicicleta,Transporte e Locomoção
Respeitar a sinalização de trânsito na bicicleta,Transporte e Locomoção
Verificar se a bicicleta está em boas condições para uso,Transporte e Locomoção
Abrir aplicativo Uber/99,Transporte e Locomoção
Solicitar corrida,Transporte e Locomoção
Verificar preço da corrida,Transporte e Locomoção
Verificar tempo de chegada do motorista,Transporte e Locomoção
Confirmar dados do motorista e veículo,Transporte e Locomoção
Entrar no veículo,Transporte e Locomoção
Confirmar destino com o motorista,Transporte e Locomoção
Avaliar a corrida,Transporte e Locomoção
Verificar se o motorista está seguindo a rota,Transporte e Locomoção
Pedir para o motorista parar em um local seguro,Transporte e Locomoção
Verificar se esqueceu algo no veículo,Transporte e Locomoção
Comparar preços entre aplicativos,Transporte e Locomoção
Verificar disponibilidade de carros compartilhados,Transporte e Locomoção
Verificar condições do trânsito em tempo real,Transporte e Locomoção
Planejar rotas com base no trânsito,Transporte e Locomoção
Utilizar assistente de voz para navegação,Transporte e Locomoção
Verificar disponibilidade de vagas de estacionamento,Transporte e Locomoção
Localizar bicicleta compartilhada mais próxima,Transporte e Locomoção
Localizar patinete compartilhado mais próximo,Transporte e Locomoção
Verificar status de voos em tempo real,Transporte e Locomoção
Utilizar aplicativos de monitoramento de saúde para ciclistas,Transporte e Locomoção
Registrar rotas de bicicleta em aplicativos,Transporte e Locomoção
Monitorar desempenho em aplicativos de ciclismo,Transporte e Locomoção
Registrar despesas de transporte em aplicativo,Transporte e Locomoção
Monitorar localização do veículo via aplicativo,Transporte e Locomoção
Utilizar aplicativos de informações sobre trânsito,Transporte e Locomoção
Verificar câmeras de trânsito em tempo real,Transporte e Locomoção
Receber alertas de acidentes/engarrafamentos,Transporte e Locomoção
Utilizar aplicativos de previsão do tempo para planejar viagens,Transporte e Locomoção
Verificar condições climáticas para o trajeto,Transporte e Locomoção
Verificar luzes de advertência no painel,Transporte e Locomoção
Verificar funcionamento das luzes da bicicleta,Transporte e Locomoção
Verificar funcionamento da buzina/campainha da bicicleta,Transporte e Locomoção
Verificar saldo do cartão de transporte antes de recarregar,Transporte e Locomoção
Planejar rota diária para o trabalho,Transporte e Locomoção
Verificar rotas alternativas em caso de trânsito,Transporte e Locomoção
Consultar aplicativos de navegação para melhor rota,Transporte e Locomoção
Verificar previsão do tempo para o trajeto,Transporte e Locomoção
Manter objetos de valor em local seguro,Transporte e Locomoção
Evitar exibir objetos de valor em público,Transporte e Locomoção
Ficar atento a golpes e fraudes,Transporte e Locomoção
Respeitar as leis e regulamentos locais,Transporte e Locomoção
Manter-se hidratado durante a viagem,Transporte e Locomoção
Organizar agenda de compromissos com base nos deslocamentos,Transporte e Locomoção
Definir prioridades de deslocamento,Transporte e Locomoção
Verificar zonas de rodízio de veículos,Transporte e Locomoção
Planejar rotas para evitar áreas de congestionamento,Transporte e Locomoção
Utilizar transporte público em dias de rodízio,Transporte e Locomoção
Planejar rotas para ciclovias e ciclofaixas,Transporte e Locomoção
Verificar segurança das ciclovias,Transporte e Locomoção
Planejar rotas para caminhadas,Transporte e Locomoção
Verificar segurança das áreas para caminhada,Transporte e Locomoção
Planejar rotas para escolas e creches,Transporte e Locomoção
Organizar a mochila/bolsa para o dia a dia,Transporte e Locomoção
Verificar se tem dinheiro trocado para o transporte,Transporte e Locomoção
Organizar documentos do veículo na carteira,Transporte e Locomoção
Manter a calma em situações de estresse no trânsito,Transporte e Locomoção
Evitar discussões no trânsito,Transporte e Locomoção
Dirigir com cautela em condições climáticas adversas,Transporte e Locomoção
Manter o tanque de combustível com pelo menos 1/4 em caso de emergência,Transporte e Locomoção
Evitar áreas de risco conhecidas,Transporte e Locomoção
Manter a distância de segurança em caso de acidente na via,Transporte e Locomoção
Não parar em acostamentos perigosos,Transporte e Locomoção
Recarregar cartão de ônibus online,Transporte e Locomoção
Recarregar cartão de trem online,Transporte e Locomoção
Recarregar cartão de metrô online,Transporte e Locomoção
Recarregar cartão de barca online,Transporte e Locomoção
Verificar validade do bilhete único,Transporte e Locomoção
Abastecer o carro,Transporte e Locomoção
Verificar pressão dos pneus,Transporte e Locomoção
Verificar funcionamento dos faróis,Transporte e Locomoção
Verificar funcionamento das luzes de freio,Transporte e Locomoção
Verificar funcionamento das setas,Transporte e Locomoção
Limpar vidros do carro,Transporte e Locomoção
Limpar espelhos retrovisores,Transporte e Locomoção
Abastecer a moto,Transporte e Locomoção
Verificar pressão dos pneus da moto,Transporte e Locomoção
Verificar funcionamento dos faróis da moto,Transporte e Locomoção
Verificar funcionamento das luzes de freio da moto,Transporte e Locomoção
Verificar funcionamento das setas da moto,Transporte e Locomoção
Limpar o capacete,Transporte e Locomoção
Verificar pressão dos pneus da bicicleta,Transporte e Locomoção
Calibrar pneus da bicicleta,Transporte e Locomoção
Verificar funcionamento dos freios da bicicleta,Transporte e Locomoção
Verificar estado da corrente da bicicleta,Transporte e Locomoção
Verificar funcionamento das marchas da bicicleta,Transporte e Locomoção
Verificar promoções e descontos,Transporte e Locomoção
Limpar vidros e espelhos,Transporte e Locomoção
Lubrificar corrente da moto,Transporte e Locomoção
Calibrar pneus da moto,Transporte e Locomoção
Verificar pressão dos pneus da bicicleta,Transporte e Locomoção
Calibrar pneus da bicicleta,Transporte e Locomoção
Verificar funcionamento dos freios da bicicleta,Transporte e Locomoção
Verificar estado da corrente da bicicleta,Transporte e Locomoção
Verificar funcionamento das marchas da bicicleta,Transporte e Locomoção
Organizar caronas para o trabalho/escola,Transporte e Locomoção
Planejar rotas para compras e lazer,Transporte e Locomoção
Verificar horários de funcionamento de estabelecimentos,Transporte e Locomoção
Pesquisar sobre novas linhas de ônibus,Transporte e Locomoção
Avaliar o serviço de ônibus,Transporte e Locomoção
Assinar programa de milhagem para ponte aérea,Transporte e Locomoção
Recarregar bilhete único em pontos físicos,Transporte e Locomoção
Verificar benefícios do bilhete (descontos,Transporte e Locomoção
Descartar bilhetes vencidos ou sem uso,Transporte e Locomoção
Consultar extrato de uso do bilhete,Transporte e Locomoção
Verificar se há promoções de recarga de bilhete,Transporte e Locomoção
Verificar as tarifas de transporte público,Transporte e Locomoção
Calibrar pneus,Transporte e Locomoção
Verificar nível de óleo do motor,Transporte e Locomoção
Verificar nível de água do radiador,Transporte e Locomoção
Verificar funcionamento do limpador de para-brisa,Transporte e Locomoção
Verificar funcionamento da buzina,Transporte e Locomoção
Verificar funcionamento do freio de mão,Transporte e Locomoção
Verificar estado dos pneus (desgaste),Transporte e Locomoção
Lavar o carro,Transporte e Locomoção
Limpar o interior do carro,Transporte e Locomoção
Aspirar o carro,Transporte e Locomoção
Verificar pequenos arranhões e amassados,Transporte e Locomoção
Verificar documentos do carro (CRLV,Transporte e Locomoção
Verificar triângulo de sinalização,Transporte e Locomoção
Verificar estepe,Transporte e Locomoção
Verificar nível de fluido de direção hidráulica,Transporte e Locomoção
Verificar nível de fluido de transmissão,Transporte e Locomoção
Verificar alarme do carro,Transporte e Locomoção
Verificar travas elétricas,Transporte e Locomoção
Verificar vidros elétricos,Transporte e Locomoção
Verificar sistema de som,Transporte e Locomoção
Calibrar pneus da moto,Transporte e Locomoção
Verificar nível de óleo do motor da moto,Transporte e Locomoção
Verificar funcionamento da buzina da moto,Transporte e Locomoção
Verificar funcionamento dos freios da moto,Transporte e Locomoção
Verificar estado dos pneus da moto (desgaste),Transporte e Locomoção
Lavar a moto,Transporte e Locomoção
Verificar kit de ferramentas da moto,Transporte e Locomoção
Verificar colete refletivo,Transporte e Locomoção
Ajustar freios da bicicleta,Transporte e Locomoção
Lubrificar corrente da bicicleta,Transporte e Locomoção
Ajustar marchas da bicicleta,Transporte e Locomoção
Verificar estado dos pneus da bicicleta (desgaste),Transporte e Locomoção
Verificar estado do selim,Transporte e Locomoção
Verificar estado dos pedais,Transporte e Locomoção
Lavar a bicicleta,Transporte e Locomoção
Limpar a corrente da bicicleta,Transporte e Locomoção
Verificar histórico de corridas,Transporte e Locomoção
Atualizar aplicativos de transporte,Transporte e Locomoção
Atualizar mapas offline,Transporte e Locomoção
Verificar histórico de pagamentos em aplicativos de transporte,Transporte e Locomoção
Utilizar aplicativos de controle de gastos com transporte,Transporte e Locomoção
Categorizar gastos de transporte,Transporte e Locomoção
Gerar relatórios de gastos com transporte,Transporte e Locomoção
Utilizar aplicativos de lembretes para manutenção de veículos,Transporte e Locomoção
Utilizar aplicativos de monitoramento de consumo de combustível,Transporte e Locomoção
Registrar abastecimentos em aplicativo,Transporte e Locomoção
Analisar consumo de combustível,Transporte e Locomoção
Desinstalar aplicativos de transporte não utilizados,Transporte e Locomoção
Limpar cache de aplicativos de transporte,Transporte e Locomoção
Verificar nível de fluido de freio,Transporte e Locomoção
Verificar nível de fluido de direção hidráulica,Transporte e Locomoção
Verificar nível de fluido de transmissão,Transporte e Locomoção
Verificar sistema de arrefecimento (líquido de arrefecimento),Transporte e Locomoção
Calibrar pneus,Transporte e Locomoção
Verificar estepe,Transporte e Locomoção
Verificar macaco e chave de roda,Transporte e Locomoção
Verificar triângulo de sinalização,Transporte e Locomoção
Lavar o carro,Transporte e Locomoção
Limpar o interior do carro,Transporte e Locomoção
Aspirar o interior do carro,Transporte e Locomoção
Verificar pequenos arranhões e amassados,Transporte e Locomoção
Verificar ruídos estranhos no motor,Transporte e Locomoção
Verificar nível de óleo da moto,Transporte e Locomoção
Verificar nível de fluido de freio da moto,Transporte e Locomoção
Ajustar tensão da corrente da moto,Transporte e Locomoção
Verificar lâmpadas da moto,Transporte e Locomoção
Lavar a moto,Transporte e Locomoção
Verificar jaqueta e luvas,Transporte e Locomoção
Verificar kit de ferramentas da moto,Transporte e Locomoção
Ajustar freios da bicicleta,Transporte e Locomoção
Lubrificar corrente da bicicleta,Transporte e Locomoção
Limpar corrente da bicicleta,Transporte e Locomoção
Ajustar marchas da bicicleta,Transporte e Locomoção
Verificar estado dos pneus da bicicleta (desgaste),Transporte e Locomoção
Verificar estado do selim,Transporte e Locomoção
Verificar estado dos pedais,Transporte e Locomoção
Verificar raios das rodas,Transporte e Locomoção
Apertar parafusos e porcas da bicicleta,Transporte e Locomoção
Lavar a bicicleta,Transporte e Locomoção
Verificar luvas e óculos de ciclismo,Transporte e Locomoção
Limpar casco do barco,Transporte e Locomoção
Verificar hélices do barco,Transporte e Locomoção
Limpar hélices do barco,Transporte e Locomoção
Verificar sistema de direção do barco,Transporte e Locomoção
Verificar luzes de navegação do barco,Transporte e Locomoção
Verificar rádio de comunicação do barco,Transporte e Locomoção
Verificar âncora e cordas,Transporte e Locomoção
Verificar bomba de porão,Transporte e Locomoção
Verificar estado dos estofamentos e lonas,Transporte e Locomoção
Limpar o interior do barco,Transporte e Locomoção
Lavar o convés do barco,Transporte e Locomoção
Recarregar bilhete único de transporte público,Transporte e Locomoção
Recarregar cartão de transporte via aplicativo,Transporte e Locomoção
Consultar débitos do veículo,Transporte e Locomoção
Pagar assinatura de serviço de carro compartilhado,Transporte e Locomoção
Pagar assinatura de serviço de bicicleta compartilhada,Transporte e Locomoção
Pagar assinatura de serviço de patinete compartilhado,Transporte e Locomoção
Pagar mensalidade de estacionamento,Transporte e Locomoção
Pagar mensalidade de clube de milhas/pontos,Transporte e Locomoção
Pagar taxa de marina/ancoragem,Transporte e Locomoção
Pagar taxa de manutenção de barco,Transporte e Locomoção
Pagar taxa de guarda de barco,Transporte e Locomoção
Planejar viagens de fim de semana,Transporte e Locomoção
Pesquisar destinos para viagens curtas,Transporte e Locomoção
Reservar passagens e hospedagem para viagens curtas,Transporte e Locomoção
Organizar documentos para viagens curtas,Transporte e Locomoção
Organizar a garagem/local de estacionamento,Transporte e Locomoção
Limpar a garagem/local de estacionamento,Transporte e Locomoção
Verificar iluminação da garagem/local de estacionamento,Transporte e Locomoção
Organizar ferramentas para manutenção de veículos,Transporte e Locomoção
Verificar estoque de produtos de limpeza para veículos,Transporte e Locomoção
Planejar rota de ônibus alternativa em caso de greve,Transporte e Locomoção
Procurar ponto de ônibus mais próximo,Transporte e Locomoção
Verificar se o ônibus aceita pagamento por aproximação,Transporte e Locomoção
Reportar atraso de ônibus,Transporte e Locomoção
Comprar bilhete avulso de ônibus,Transporte e Locomoção
Verificar se há ônibus noturno disponível,Transporte e Locomoção
Entender o sistema de integração de ônibus,Transporte e Locomoção
Planejar viagem de ônibus intermunicipal,Transporte e Locomoção
Verificar bagagem permitida em ônibus de viagem,Transporte e Locomoção
Comprar passagem de ônibus com antecedência,Transporte e Locomoção
Chegar na rodoviária com tempo,Transporte e Locomoção
Encontrar o portão de embarque do ônibus,Transporte e Locomoção
Embarcar no ônibus de viagem,Transporte e Locomoção
Desembarcar na rodoviária de destino,Transporte e Locomoção
Pegar ônibus executivo,Transporte e Locomoção
Verificar disponibilidade de Wi-Fi no ônibus,Transporte e Locomoção
Planejar rota de trem alternativa,Transporte e Locomoção
Procurar estação de trem mais próxima,Transporte e Locomoção
Comprar bilhete avulso de trem,Transporte e Locomoção
Verificar se há trem noturno disponível,Transporte e Locomoção
Entender o sistema de integração de trem,Transporte e Locomoção
Planejar viagem de trem intermunicipal,Transporte e Locomoção
Verificar bagagem permitida em trem de viagem,Transporte e Locomoção
Comprar passagem de trem com antecedência,Transporte e Locomoção
Chegar na estação de trem com tempo,Transporte e Locomoção
Encontrar a plataforma de embarque do trem,Transporte e Locomoção
Embarcar no trem de viagem,Transporte e Locomoção
Desembarcar na estação de destino,Transporte e Locomoção
Pegar trem de alta velocidade,Transporte e Locomoção
Verificar disponibilidade de Wi-Fi no trem,Transporte e Locomoção
Comprar passagem de ponte aérea com antecedência,Transporte e Locomoção
Fazer check-in online para ponte aérea,Transporte e Locomoção
Chegar no aeroporto com tempo para ponte aérea,Transporte e Locomoção
Passar pela segurança do aeroporto,Transporte e Locomoção
Encontrar o portão de embarque da ponte aérea,Transporte e Locomoção
Embarcar no avião da ponte aérea,Transporte e Locomoção
Desembarcar no aeroporto de destino,Transporte e Locomoção
Pegar bagagem na esteira,Transporte e Locomoção
Verificar limites de bagagem de mão para ponte aérea,Transporte e Locomoção
Entender as regras de segurança de voo,Transporte e Locomoção
Resgatar milhas para passagens de ponte aérea,Transporte e Locomoção
Verificar opções de transporte do aeroporto para o centro,Transporte e Locomoção
Comprar passagem de avião para voo internacional,Transporte e Locomoção
Verificar necessidade de visto para o destino,Transporte e Locomoção
Fazer seguro viagem,Transporte e Locomoção
Confirmar reserva de hotel no destino,Transporte e Locomoção
Verificar vacinas necessárias para o destino,Transporte e Locomoção
Fazer câmbio de moeda estrangeira,Transporte e Locomoção
Verificar tomada e voltagem do destino,Transporte e Locomoção
Comprar adaptador de tomada universal,Transporte e Locomoção
Planejar roteiro de viagem,Transporte e Locomoção
Baixar aplicativos de viagem,Transporte e Locomoção
Notificar o banco sobre a viagem internacional,Transporte e Locomoção
Ativar roaming internacional no celular,Transporte e Locomoção
Comprar chip de celular local no destino,Transporte e Locomoção
Verificar regras alfandegárias do destino,Transporte e Locomoção
Preencher formulário de imigração,Transporte e Locomoção
Planejar rota de metrô alternativa,Transporte e Locomoção
Procurar estação de metrô mais próxima,Transporte e Locomoção
Comprar bilhete avulso de metrô,Transporte e Locomoção
Verificar se há metrô noturno disponível,Transporte e Locomoção
Entender o sistema de integração de metrô,Transporte e Locomoção
Planejar rota de barca alternativa,Transporte e Locomoção
Procurar estação de barca mais próxima,Transporte e Locomoção
Comprar bilhete avulso de barca,Transporte e Locomoção
Verificar se há barca noturna disponível,Transporte e Locomoção
Entender o sistema de integração de barca,Transporte e Locomoção
Solicitar segunda via do bilhete,Transporte e Locomoção
Entender as regras de uso do bilhete,Transporte e Locomoção
Comprar bilhete de transporte público para turistas,Transporte e Locomoção
Verificar se o bilhete é aceito em todas as linhas,Transporte e Locomoção
Registrar o bilhete para proteção contra perda,Transporte e Locomoção
Ativar o bilhete após a recarga,Transporte e Locomoção
Reportar falha no validador de bilhete,Transporte e Locomoção
Planejar viagens utilizando múltiplos bilhetes,Transporte e Locomoção
Verificar se o bilhete é personalizado,Transporte e Locomoção
Pesquisar opções de transporte público para eventos,Transporte e Locomoção
Verificar a segurança do transporte público à noite,Transporte e Locomoção
Aprender a usar o transporte público em uma nova cidade,Transporte e Locomoção
Comprar passe turístico de transporte público,Transporte e Locomoção
Verificar se o transporte público é acessível para cadeirantes,Transporte e Locomoção
Reportar assédio no transporte público,Transporte e Locomoção
Participar de pesquisas sobre transporte público,Transporte e Locomoção
Verificar se há transporte público gratuito em feriados,Transporte e Locomoção
Planejar rota de transporte público para aeroporto,Transporte e Locomoção
Verificar se há transporte público para áreas rurais,Transporte e Locomoção
Comprar passagem de ônibus de longa distância,Transporte e Locomoção
Verificar paradas e tempo de viagem de ônibus intermunicipal,Transporte e Locomoção
Reservar assento em ônibus de viagem,Transporte e Locomoção
Verificar opções de entretenimento a bordo em ônibus de viagem,Transporte e Locomoção
Comprar passagem de trem de longa distância,Transporte e Locomoção
Verificar paradas e tempo de viagem de trem intermunicipal,Transporte e Locomoção
Reservar cabine em trem noturno,Transporte e Locomoção
Verificar opções de alimentação a bordo em trem de viagem,Transporte e Locomoção
Comprar passagem de avião para voo doméstico,Transporte e Locomoção
Fazer check-in para voo doméstico,Transporte e Locomoção
Verificar franquia de bagagem para voo doméstico,Transporte e Locomoção
Planejar conexão entre voos,Transporte e Locomoção
Verificar tempo de escala em aeroportos,Transporte e Locomoção
Utilizar salas VIP em aeroportos,Transporte e Locomoção
Verificar opções de transporte do aeroporto para o hotel,Transporte e Locomoção
Comprar passagem de metrô para o aeroporto,Transporte e Locomoção
Verificar se o metrô tem conexão direta com o aeroporto,Transporte e Locomoção
Utilizar o metrô para ir a pontos turísticos,Transporte e Locomoção
Planejar rota de transporte público para eventos esportivos,Transporte e Locomoção
Verificar opções de transporte público para shows,Transporte e Locomoção
Utilizar o transporte público para ir a hospitais,Transporte e Locomoção
Verificar se há transporte público para parques e áreas de lazer,Transporte e Locomoção
Consultar o mapa de transporte público da cidade,Transporte e Locomoção
Entender as regras de bagagem em diferentes modais de transporte público,Transporte e Locomoção
Verificar se há transporte público adaptado para crianças,Transporte e Locomoção
Completar água do radiador,Transporte e Locomoção
Completar água do limpador de para-brisa,Transporte e Locomoção
Trocar pastilhas de freio,Transporte e Locomoção
Levar o carro para consertar arranhões,Transporte e Locomoção
Trocar pneu furado,Transporte e Locomoção
Chamar guincho em caso de pane,Transporte e Locomoção
Completar fluido de direção hidráulica,Transporte e Locomoção
Verificar fusíveis,Transporte e Locomoção
Trocar lâmpadas queimadas,Transporte e Locomoção
Verificar cadeirinha de criança,Transporte e Locomoção
Considerar carona solidária,Transporte e Locomoção
Participar de rodízio de carros,Transporte e Locomoção
Verificar se há pedágios na rota,Transporte e Locomoção
Pagar pedágio,Transporte e Locomoção
Fazer curso de direção defensiva,Transporte e Locomoção
Trocar pastilhas de freio da moto,Transporte e Locomoção
Fazer curso de pilotagem defensiva,Transporte e Locomoção
Ajustar altura do selim,Transporte e Locomoção
Fazer curso de ciclismo defensivo,Transporte e Locomoção
Instalar acessórios na bicicleta,Transporte e Locomoção
Verificar se a bicicleta é adequada para o tipo de terreno,Transporte e Locomoção
Adicionar método de pagamento,Transporte e Locomoção
Entrar em contato com o suporte em caso de problema,Transporte e Locomoção
Compartilhar corrida com amigos/família,Transporte e Locomoção
Utilizar o recurso de segurança do aplicativo,Transporte e Locomoção
Deixar gorjeta para o motorista,Transporte e Locomoção
Cadastrar-se em diferentes aplicativos de transporte,Transporte e Locomoção
Utilizar o serviço de carro compartilhado,Transporte e Locomoção
Reservar carro compartilhado,Transporte e Locomoção
Desbloquear carro compartilhado via aplicativo,Transporte e Locomoção
Estacionar carro compartilhado em área permitida,Transporte e Locomoção
Encerrar corrida de carro compartilhado,Transporte e Locomoção
Reportar danos ao carro compartilhado,Transporte e Locomoção
Verificar nível de combustível do carro compartilhado,Transporte e Locomoção
Baixar aplicativo de transporte público,Transporte e Locomoção
Configurar notificações de transporte,Transporte e Locomoção
Verificar avaliações de aplicativos de transporte,Transporte e Locomoção
Aprender a usar novos recursos de aplicativos de transporte,Transporte e Locomoção
Reportar bugs em aplicativos de transporte,Transporte e Locomoção
Sincronizar aplicativos de transporte com calendário,Transporte e Locomoção
Compartilhar localização com amigos/família,Transporte e Locomoção
Baixar mapas offline para navegação,Transporte e Locomoção
Verificar opções de transporte multimodal em aplicativos,Transporte e Locomoção
Utilizar aplicativos de estacionamento,Transporte e Locomoção
Pagar estacionamento via aplicativo,Transporte e Locomoção
Utilizar aplicativos de carona (BlaBlaCar),Transporte e Locomoção
Oferecer carona em aplicativo,Transporte e Locomoção
Buscar carona em aplicativo,Transporte e Locomoção
Verificar perfil de usuários em aplicativos de carona,Transporte e Locomoção
Utilizar aplicativos de aluguel de carros,Transporte e Locomoção
Reservar carro via aplicativo de aluguel,Transporte e Locomoção
Desbloquear carro alugado via aplicativo,Transporte e Locomoção
Reportar problemas com carro alugado via aplicativo,Transporte e Locomoção
Utilizar aplicativos de compartilhamento de bicicletas,Transporte e Locomoção
Desbloquear bicicleta compartilhada via aplicativo,Transporte e Locomoção
Estacionar bicicleta compartilhada em local permitido,Transporte e Locomoção
Encerrar uso de bicicleta compartilhada via aplicativo,Transporte e Locomoção
Reportar danos à bicicleta compartilhada,Transporte e Locomoção
Utilizar aplicativos de compartilhamento de patinetes,Transporte e Locomoção
Desbloquear patinete compartilhado via aplicativo,Transporte e Locomoção
Estacionar patinete compartilhado em local permitido,Transporte e Locomoção
Encerrar uso de patinete compartilhado via aplicativo,Transporte e Locomoção
Reportar danos ao patinete compartilhado,Transporte e Locomoção
Utilizar aplicativos de monitoramento de voos,Transporte e Locomoção
Receber alertas de atrasos/cancelamentos de voos,Transporte e Locomoção
Fazer check-in de voo via aplicativo,Transporte e Locomoção
Gerenciar reservas de voos via aplicativo,Transporte e Locomoção
Utilizar aplicativos de tradução em viagens internacionais,Transporte e Locomoção
Converter moedas em aplicativos de viagem,Transporte e Locomoção
Utilizar aplicativos de realidade aumentada para navegação,Transporte e Locomoção
Configurar pagamento automático em aplicativos de transporte,Transporte e Locomoção
Utilizar aplicativos de planejamento de viagens,Transporte e Locomoção
Criar itinerários em aplicativos de viagem,Transporte e Locomoção
Adicionar pontos de interesse em aplicativos de viagem,Transporte e Locomoção
Compartilhar itinerário de viagem,Transporte e Locomoção
Utilizar aplicativos de reserva de hotéis,Transporte e Locomoção
Reservar hotel via aplicativo,Transporte e Locomoção
Gerenciar reservas de hotel via aplicativo,Transporte e Locomoção
Utilizar aplicativos de reserva de passagens de trem/ônibus,Transporte e Locomoção
Reservar passagens de trem/ônibus via aplicativo,Transporte e Locomoção
Gerenciar reservas de passagens via aplicativo,Transporte e Locomoção
Utilizar aplicativos de compartilhamento de carros (peer-to-peer),Transporte e Locomoção
Oferecer carro para compartilhamento,Transporte e Locomoção
Alugar carro de particular via aplicativo,Transporte e Locomoção
Verificar seguro para carro compartilhado,Transporte e Locomoção
Utilizar aplicativos de táxi,Transporte e Locomoção
Chamar táxi via aplicativo,Transporte e Locomoção
Verificar preço estimado da corrida de táxi,Transporte e Locomoção
Avaliar corrida de táxi,Transporte e Locomoção
Utilizar aplicativos de transporte para pessoas com deficiência,Transporte e Locomoção
Verificar opções de transporte acessível,Transporte e Locomoção
Reportar problemas de acessibilidade em aplicativos,Transporte e Locomoção
Compartilhar rotas de ciclismo,Transporte e Locomoção
Configurar lembretes de manutenção em aplicativo,Transporte e Locomoção
Receber alertas de manutenção,Transporte e Locomoção
Utilizar aplicativos de segurança veicular,Transporte e Locomoção
Receber alertas de movimento do veículo,Transporte e Locomoção
Utilizar aplicativos de realidade virtual para simulação de direção,Transporte e Locomoção
Explorar rotas em realidade virtual,Transporte e Locomoção
Utilizar aplicativos de gamificação para incentivar mobilidade sustentável,Transporte e Locomoção
Participar de desafios de mobilidade,Transporte e Locomoção
Ganhar recompensas por mobilidade sustentável,Transporte e Locomoção
Utilizar aplicativos de feedback para transporte público,Transporte e Locomoção
Enviar sugestões para melhoria do transporte,Transporte e Locomoção
Avaliar qualidade do serviço de transporte,Transporte e Locomoção
Utilizar aplicativos de carpooling corporativo,Transporte e Locomoção
Organizar caronas com colegas de trabalho,Transporte e Locomoção
Verificar compatibilidade do aplicativo com o sistema operacional do celular,Transporte e Locomoção
Completar fluido de direção hidráulica,Transporte e Locomoção
Completar líquido de arrefecimento,Transporte e Locomoção
Trocar fusíveis queimados,Transporte e Locomoção
Trocar lâmpadas queimadas,Transporte e Locomoção
Levar para reparo de funilaria,Transporte e Locomoção
Trocar lâmpadas da moto,Transporte e Locomoção
Trocar pneus da bicicleta,Transporte e Locomoção
Trocar pilhas/bateria das luzes da bicicleta,Transporte e Locomoção
Ajustar altura do selim,Transporte e Locomoção
Limpar a bicicleta após cada uso em terreno sujo,Transporte e Locomoção
Comprar passagem de ônibus antecipadamente,Transporte e Locomoção
Comprar passagem de trem online,Transporte e Locomoção
Comprar passagem de avião (voo doméstico),Transporte e Locomoção
Comprar passagem de avião (voo internacional),Transporte e Locomoção
Comprar bilhete de metrô avulso,Transporte e Locomoção
Comprar bilhete de barca,Transporte e Locomoção
Configurar recarga automática do bilhete de transporte,Transporte e Locomoção
Comprar passe turístico de transporte público,Transporte e Locomoção
Comprar bilhete de trem de alta velocidade,Transporte e Locomoção
Comprar bilhete de ônibus intermunicipal,Transporte e Locomoção
Comprar bilhete de ônibus rodoviário,Transporte e Locomoção
Comprar bilhete de trem regional,Transporte e Locomoção
Comprar bilhete de avião para ponte aérea,Transporte e Locomoção
Comprar bilhete de metrô para aeroporto,Transporte e Locomoção
Comprar bilhete de barca para ilhas,Transporte e Locomoção
Comprar bilhete de trem noturno,Transporte e Locomoção
Comprar bilhete de ônibus noturno,Transporte e Locomoção
Comprar bilhete de avião com milhas,Transporte e Locomoção
Comprar bilhete de avião com pontos de cartão de crédito,Transporte e Locomoção
Comprar bilhete de transporte para crianças,Transporte e Locomoção
Comprar bilhete de transporte para idosos,Transporte e Locomoção
Comprar bilhete de transporte para estudantes,Transporte e Locomoção
Comprar bilhete de transporte para pessoas com deficiência,Transporte e Locomoção
Pagar pedágio em rodovias,Transporte e Locomoção
Pagar estacionamento rotativo,Transporte e Locomoção
Pagar estacionamento em shoppings/aeroportos,Transporte e Locomoção
Pagar multas de trânsito,Transporte e Locomoção
Pagar seguro viagem,Transporte e Locomoção
